SourceIP,SrcPort,DstIP,DstPort,AppId,octetTotalCount,octetTotalCount_reverse,packetTotalCount_vpn,packetTotalCount_reverse_vpn,durationSeconds
42.108.89.49,63076,35.190.118.8,443,443,1717,4577,14,13,0.397
106.219.27.28,5790,129.227.29.139,443,443,2143,8081,14,14,30.07
117.96.42.42,28110,35.190.118.8,443,443,1877,4821,18,18,25.183
139.5.1.200,60648,13.235.198.147,443,443,17185,22336,107,96,169.926
117.237.11.101,30936,35.190.118.8,443,443,1758,6745,16,17,26.522
223.225.160.203,7698,99.86.30.75,443,443,2376,36022,22,32,3.423
103.72.8.132,62015,139.59.54.197,443,443,72082,7541,60,32,0.684
148.113.9.94,443,27.147.191.234,61297,443,25438,36088,504,792,1810.706
1.23.165.170,2408,15.235.225.73,443,443,1735,3790,12,9,0.479
49.249.187.146,52997,3.1.111.37,443,443,487,7195,5,14,63.601
115.160.214.228,53340,23.23.164.64,443,443,2200,5066,9,11,3.766
2402:8100:24ef:da02:f910:3e13:c76d:8cc0,52690,2600:1901:0:8956::,443,443,2349,4969,16,15,25.31
8.209.88.41,443,58.145.187.197,20310,443,3146,734,6,4,26.871
223.180.186.46,50717,108.158.245.5,443,443,3473,101656,49,81,0.375
14.97.218.218,54107,40.126.17.132,443,443,31243,74683,51,64,15.946
132.237.156.254,20609,34.54.243.150,443,443,26221,4325,27,15,0.585
103.72.10.172,59336,3.215.12.84,9243,443,3344,7141,12,12,1.344
223.176.99.95,52061,20.207.73.82,443,443,7114,146095,120,118,31.569
180.151.117.14,35735,52.98.123.178,443,443,4673,6806,12,10,0.169
59.88.191.71,59699,54.159.90.209,8995,443,8483,10282,112,122,1222.881
157.50.133.45,57646,13.32.251.53,443,443,10458,312991,112,252,5.117
115.110.227.202,59970,20.190.146.37,443,443,4500,8902,18,15,1.234
115.114.37.37,33122,4.230.171.124,443,443,2127,11109,15,18,0.592
157.48.175.135,42842,13.32.251.91,443,443,3073,37774,22,35,2.647
112.133.224.18,38582,129.227.29.192,443,443,1687,7799,13,12,2.454
117.255.225.215,50494,13.203.162.242,443,443,1936,11394,17,15,0.253
106.195.13.199,57936,108.159.46.8,443,443,3391,65414,48,51,2.174
47.11.22.92,41088,18.155.33.81,443,443,3495,108223,50,88,1.224
2401:4900:2599:5655:0:5d:75d3:a501,49146,2600:1901:1:388::,443,443,1753,2163,11,3,33.369
223.191.49.143,50405,180.179.208.63,443,443,3711,1382,9,8,1.125
27.107.51.106,49752,20.82.245.227,443,443,2032,6826,10,10,0.741
119.2.121.158,1863,199.232.170.73,443,443,32990,1752412,597,1180,2.83
103.87.251.195,2153,47.245.134.147,443,443,990,3728,6,7,16.032
157.35.9.240,39798,13.213.166.225,443,443,12361,7932,42,44,120.348
27.107.55.138,60781,13.107.253.68,443,443,9925,498239,181,344,3.487
223.188.251.2,47394,35.244.195.33,443,443,2707,6204,16,15,0.78
106.195.2.117,49946,67.222.248.14,4287,443,3505,13933,26,21,7.273
117.236.228.43,17659,2.58.56.239,443,443,1477,4584,15,12,101.119
2401:4900:16e5:1d25:1:2:a81d:c1b7,35090,2600:9000:2179:fe00:19:1df6:3740:93a1,443,443,46252,2106028,584,1516,51.018
103.208.68.244,20016,3.251.217.112,443,443,17784,7631,25,23,64.355
203.78.214.170,13462,3.120.221.108,443,443,3011,5198,8,8,0.91
103.109.144.12,52064,51.116.253.168,443,443,7361,5842,19,10,1.461
117.220.26.192,61061,168.138.114.241,443,443,7121,4418,16,16,4.95
103.109.144.14,45801,4.208.165.245,443,443,2305,16399,9,9,0.571
103.51.154.0,54298,67.205.7.159,443,443,1472,5065,11,13,19.246
114.29.225.64,55059,3.254.239.211,443,443,433811,20381,197,142,92.017
117.215.163.169,56100,163.116.171.196,443,443,9816,14056,17,24,61.909
117.237.12.226,40045,54.179.0.59,443,443,1262,5161,10,11,0.568
27.0.217.113,26686,129.227.29.139,443,443,2519,18171,19,21,30.559
152.58.56.68,37585,18.155.49.51,443,443,2565,34398,26,32,0.28
117.96.41.99,31967,199.232.21.91,443,443,7736,122044,103,104,6.309
117.230.175.62,35662,35.190.118.8,443,443,1792,4663,17,16,25.741
139.5.10.242,63389,80.225.239.96,443,443,1450,5226,10,12,0.214
49.249.89.194,36172,13.204.174.155,443,443,1420,5503,8,12,0.256
106.206.103.143,57610,80.79.5.4,443,443,44154,1709369,644,1302,21.069
117.231.198.141,5050,34.120.88.218,443,443,11814,642834,193,502,3.05
106.208.136.190,1482,108.159.15.73,443,443,3183,64015,44,54,0.367
27.107.57.134,59553,163.116.171.220,443,443,1636,6227,13,13,0.642
2401:4900:4949:56f1:1:1:d102:c339,51970,2600:1f18:42f5:7702:9e23:a83d:4ba5:dce7,443,443,14721,3204,30,25,71.878
203.78.214.170,8232,40.126.17.134,443,443,4463,8887,17,14,1.155
103.109.144.14,31463,48.209.208.170,443,443,9812,16415,19,19,0.605
152.59.49.85,49997,3.163.238.4,443,443,58552,1713303,1087,1304,17.223
136.226.251.117,44720,35.190.80.1,443,443,1003,5180,12,11,108.003
106.195.13.245,40192,108.159.91.87,443,443,3109,69988,42,59,0.603
14.194.28.190,48292,52.88.0.229,443,443,19308,5101,23,16,1.472
2401:4900:52fc:32c9:9037:d2ff:fe3b:d3d7,43754,2a04:4e42:59::820,443,443,1887,6468,13,13,0.51
2401:4900:4aa8:321c:fb8:390e:557:32ff,38712,2600:9000:2632:4200:1f:bf94:ac00:93a1,443,443,3002,72858,31,64,13.914
114.31.182.81,9678,35.190.118.8,443,443,1346,4529,10,11,0.386
2402:3a80:4000:b0e2:8c92:9be2:b25e:9dce,47948,2600:1901:0:8956::,443,443,1987,4965,16,15,10.586
117.196.180.4,50064,135.233.95.135,443,443,235118,19257,181,117,3.858
42.105.49.15,39974,35.190.118.8,443,443,1844,5258,10,12,0.354
61.1.63.165,58310,52.137.106.217,443,443,1779,4734,12,11,1.96
117.237.2.131,62917,35.190.118.8,443,443,2280,6606,22,24,41.79
49.249.132.124,61463,72.145.35.119,443,443,1825,3433,12,9,1.308
14.96.237.190,60850,18.66.78.99,443,443,1584,8842,22,17,30.007
2401:4900:595b:46e9::626:6022,56264,2600:1901:0:8956::,443,443,3686,9496,28,22,0.785
103.199.200.55,13859,40.69.42.241,443,443,27930,6096,31,25,4.48
14.98.200.66,53839,148.113.9.41,443,443,18935,21410,419,414,4205.414
106.217.145.125,48376,18.155.33.122,443,443,2565,37279,25,34,0.081
14.195.245.45,52965,13.205.162.101,443,443,1730,5151,11,12,0.266
106.200.153.249,3921,108.159.15.19,443,443,1013,7650,11,10,9.007
27.59.131.221,11304,18.155.49.128,443,443,8432,198121,145,145,0.727
118.103.138.118,26198,44.194.62.209,443,443,9389,2668,17,10,55.64
59.184.42.5,58094,18.239.153.98,443,443,8434,227296,145,161,3.038
14.97.165.138,53158,20.207.100.22,8443,443,12098,9225,27,26,42.147
103.208.68.143,4692,52.108.147.13,443,443,3036,7635,9,10,1.147
14.97.138.238,59990,16.60.17.34,443,443,414762,58085,653,747,2400.338
106.196.61.34,50612,3.163.238.4,443,443,3053,226950,41,176,2.079
2406:69c0:1000::18,443,2401:4900:4bbd:cc15:1:0:4d4e:551b,33370,443,1687,897,5,8,19.592
106.215.198.183,31728,45.133.44.18,443,443,13288,269133,207,216,22.39
106.200.169.51,14914,138.113.239.199,443,443,990,6938,14,15,2.001
2402:3a80:9b1:c01:0:5b:9f53:5c01,34020,2600:1901:0:8956::,443,443,1903,4909,13,14,4.061
117.234.53.3,6405,13.233.249.99,443,443,889,3868,7,6,5.661
106.200.141.146,16937,129.227.29.139,443,443,1590,8190,12,13,30.908
223.239.28.68,56112,35.190.118.8,443,443,1744,4769,16,17,25.33
223.239.24.117,35525,99.86.30.32,443,443,2846,41385,38,35,0.612
117.220.150.127,51574,35.186.224.24,443,443,5703,2955,19,18,20.203
49.35.193.193,42792,18.155.49.128,443,443,2920,43902,39,38,0.468
14.96.212.210,35662,3.108.21.11,443,443,2974,9081,17,18,2.686
154.84.248.94,43014,18.214.67.217,443,443,3574,5590,12,12,1.022
14.99.215.62,24372,13.35.20.81,443,443,1232,4986,10,11,0.655
111.93.85.206,55225,52.123.128.14,443,443,7771,9374,13,13,8.542
121.244.210.192,53805,52.111.252.7,443,443,30244,63714,95,100,317.001
202.81.155.66,32310,52.168.117.174,443,443,12967,8991,26,21,109.866
2401:4900:494a:823f:2:1:d4b9:e4b8,52354,2600:1901:0:8956::,443,443,813,2204,4,11,43.788
106.215.196.52,10572,3.7.243.167,443,443,3145,5082,19,14,29.015
117.235.150.255,59200,65.0.222.182,443,443,1957,4862,14,11,5.401
27.107.28.142,63560,20.62.133.66,443,443,1337,4901,9,10,1.063
118.103.138.117,63536,98.85.51.156,443,443,2030,6358,13,14,2.607
157.49.114.17,45808,18.155.49.111,443,443,8226,380677,146,293,0.935
180.94.35.59,55549,148.113.8.188,443,443,68452,80598,1555,1550,12673.723
117.217.225.40,49536,148.113.20.112,443,443,158571,63279,1042,1046,8457.17
103.210.88.41,49402,34.233.49.149,443,443,4915,4564,13,10,1.832
139.5.11.100,22789,52.84.205.62,443,443,2036,10597,15,15,3.522
106.78.103.114,5796,35.190.118.8,443,443,2194,7612,17,22,10.472
27.107.44.142,50559,52.123.164.88,443,443,6914,10721,19,18,40.079
167.103.24.96,64056,76.223.31.44,443,443,11309,17452,250,252,6147.466
2401:9640:7001:f93c:2:2:2:1,9655,2a01:4f8:171:2d7::2,443,443,2502,809,6,4,0.847
103.199.200.214,19144,151.101.37.155,443,443,5801,167272,89,124,6.157
110.224.19.61,53665,199.232.103.52,443,443,1417,3655,9,10,0.207
182.156.244.26,49677,52.123.131.14,443,443,3281,54618,42,42,0.391
27.107.57.214,57103,3.220.16.13,443,443,3220,208004,39,150,1.967
117.255.231.147,58181,4.213.25.240,443,443,3797,8266,17,18,0.273
2401:4900:5812:e6f0:60:72ff:fef7:37ba,49644,2600:9000:2135:6e00:3:c993:8980:21,443,443,4700,58911,53,51,5.352
117.231.192.81,34722,34.144.246.101,443,443,1198,5200,3,4,38.409
2401:4900:3685:5707:2:2:d0ec:55e2,43562,2a04:4e42:59::820,443,443,1669,6386,14,13,1.891
117.248.39.148,47928,107.151.209.169,12342,443,5198,1332,13,11,17.438
103.97.106.92,40422,172.240.45.70,443,443,2372,6519,14,12,1.316
125.63.78.114,49291,20.190.145.142,443,443,4905,7926,18,10,2.862
152.56.6.58,26964,3.163.238.4,443,443,1161,4749,11,10,30.12
2401:4900:35f7:788e:1:1:6611:70eb,36114,2406:69c0:1000::18,443,443,1862,6608,9,9,20.499
2402:3a80:4738:d9d7:778:5634:1232:5476,33500,2600:1901:0:8956::,443,443,2104,5109,16,17,26.095
106.220.118.133,8871,4.153.25.230,443,443,2052,7951,12,9,2.126
106.196.65.97,39800,129.227.29.60,443,443,1997,9890,11,15,30.399
103.151.209.82,49312,99.86.30.54,443,443,1482,12994,12,20,30.278
58.84.61.176,15167,104.237.62.213,443,443,2446,16774,21,38,153.942
152.58.56.30,45588,18.155.33.98,443,443,4038,8960,16,14,46.559
2409:40c2:3001:2d28:8000::,44646,2600:9000:2571:d800:f:6ebe:7d00:93a1,443,443,3213,101263,34,83,19.885
111.93.159.50,63407,18.246.92.240,443,443,3180,1230,8,6,0.997
2402:8100:206b:4a2f::69cd:1f0d,56820,2600:1901:0:8956::,443,443,2191,5125,16,17,25.306
103.138.26.193,38210,170.106.74.36,799,443,4912,6417,13,12,4.845
223.186.91.122,4208,107.178.240.159,443,443,7496,1891,14,10,21.252
139.5.1.55,47258,99.86.30.108,443,443,3289,74346,39,58,1.19
34.149.43.113,443,61.12.38.10,60367,443,1406,3389,7,8,30.13
45.121.0.142,21752,148.113.9.58,443,443,46353,54854,1028,1023,8464.072
157.50.90.34,42020,13.32.251.91,443,443,3031,72680,41,61,0.671
111.93.92.146,57557,20.50.80.210,443,443,12204,9165,26,19,23.827
223.185.202.160,7547,165.154.114.51,443,443,60630,6534,54,33,1.02
106.210.222.150,61511,108.159.28.113,443,443,1894,34160,22,33,0.377
27.62.147.150,7939,47.89.179.250,443,443,983,1576,5,6,17.804
2401:4900:32ad:70ce::1027:3276,39662,2600:1900:4110:a81::,443,443,969,55032,6,47,4.837
117.96.41.253,17441,45.43.58.164,799,443,18039,6478,30,26,51.104
117.253.224.87,38588,98.88.2.244,443,443,11330,2600,26,23,70.495
2402:e280:3d7b:5cf:ca99:b2ff:fe68:68d2,55488,2600:9000:2251:200:c:a28:a640:93a1,443,443,5750,16314,36,31,10.282
117.205.153.179,53444,34.47.230.149,443,443,3022,5646,16,15,27.293
2401:4900:33a5:9e22:1525:18bb:aeef:dc84,42456,2600:9000:2572:200:10:af61:9240:21,443,443,3901,70575,39,60,6.605
115.114.77.121,26638,35.201.125.192,443,443,2362,35065,18,33,2.903
2401:4900:360c:f4f8:2d0d:761e:d97e:ce46,42344,2a04:4e42:59::820,443,443,1659,3927,10,11,0.402
152.58.59.116,46010,18.155.49.51,443,443,2388,35309,23,33,0.504
14.194.76.102,51518,20.207.73.85,443,443,1426,5649,10,12,0.541
2401:4900:8852:f5cb:1f77:41c2:5dda:3d7c,43918,2600:1f18:42f5:7702:d017:3493:d300:43bf,443,443,7273,2091,20,18,69.256
27.107.20.146,54441,20.190.147.2,443,443,47248,22532,50,47,1.209
106.195.14.7,53596,18.161.125.57,443,443,3013,35667,34,32,0.511
117.250.205.74,62386,51.8.44.252,443,443,49074,8292,49,24,43.57
106.220.114.245,15084,34.104.32.212,443,443,3790,125597,56,96,10.102
111.118.248.202,3517,173.243.140.16,443,443,727,6549,8,7,0.076
203.76.125.254,62983,148.113.20.107,443,443,612616,177521,2882,3037,14517.903
43.242.246.30,39390,165.154.114.54,443,443,66959,7226,55,44,0.625
117.237.4.7,58972,129.227.29.207,443,443,848,426,6,6,1.256
103.160.27.8,63214,3.5.151.75,443,443,19732767,242060,6340,4492,12.708
115.114.47.197,33331,35.201.101.243,443,443,3453,1396,9,8,3.898
144.31.1.66,58896,180.179.201.209,443,443,1738,32043,8,17,1.01
2409:4089:120f:bc22:cd94:f2a5:8b59:df2d,49171,2620:117:c004:320:107:167:96:39,443,443,2410,5339,9,10,25.05
106.67.188.110,8217,35.190.118.8,443,443,1061,4109,13,9,1.912
103.97.106.119,41132,43.102.107.112,799,443,11060,4027,17,16,32.058
59.89.195.21,58070,18.164.217.70,443,443,1748,11446,17,15,1.33
14.98.30.86,57071,20.209.56.97,443,443,35979365,1010921,24398,17217,1199.659
106.206.23.72,11456,101.133.196.109,443,443,2001,4626,14,12,10.978
139.5.11.112,65097,199.16.52.187,4433,443,1466,1078,12,13,60.843
106.200.149.86,16933,20.42.73.24,443,443,2419,5170,14,12,2.049
27.59.128.204,12749,108.157.238.21,443,443,2823,7801,20,20,21.218
223.180.186.37,42783,3.163.238.4,443,443,1353,5533,13,15,35.688
2402:8100:39e1:3b44:2a4a:c4e1:9364:7184,57946,2600:1901:0:8956::,443,443,3484,6924,27,33,41.163
14.194.53.98,38456,3.233.158.112,443,443,2445,6150,8,8,5.504
223.185.204.61,18573,34.54.122.72,443,443,2029,7936,14,12,2.299
152.57.183.41,41492,13.32.251.49,443,443,4826,78518,59,67,1.16
157.32.133.36,49152,76.223.18.82,443,443,2842,6111,13,19,85.929
202.81.155.1,17333,104.208.16.89,443,443,634,6615,4,6,0.511
59.91.42.115,56778,57.128.101.79,80,443,620,1543,9,5,1.074
14.195.245.45,48248,13.205.162.101,443,443,1871,4768,13,11,0.276
106.206.7.57,19725,34.104.32.212,443,443,4674,124668,94,102,4.009
14.194.167.53,21803,18.161.214.5,443,443,1516,5939,14,10,1.005
117.216.31.1,42234,151.101.157.16,443,443,2279,8343,16,16,1.933
136.226.232.254,16243,18.161.122.184,443,443,6877,8036,21,19,112.516
106.198.23.214,10515,34.128.128.0,443,443,1986,23690,16,23,0.25
106.200.162.208,17392,52.221.239.216,443,443,4813,3997,15,21,111.058
103.122.249.83,53602,148.113.17.12,9251,443,9898,14003,25,30,0.804
117.253.145.63,65216,52.123.131.14,443,443,1532,10020,9,12,0.427
2401:4900:22e5:ba7c:99f3:6f60:c624:5b58,56801,2603:1046:c04:1410::2,443,443,7782,22836,28,51,4.139
117.236.143.124,3946,18.67.233.51,443,443,2774,38583,32,33,0.626
180.151.69.170,59394,52.123.135.188,443,443,7258,12519,20,17,41.115
223.185.197.27,20867,18.161.246.38,443,443,2520,39977,31,36,1.206
223.239.27.119,24737,99.86.30.32,443,443,3059,51328,47,44,2.316
14.98.137.162,53166,150.171.28.10,443,443,2716,9008,7,10,3.69
157.10.248.112,57632,185.38.109.202,443,443,837,892,6,17,133.395
103.120.62.35,62558,44.208.92.58,443,443,19125,49426,26,47,4.683
106.215.87.139,3459,185.38.109.209,443,443,949,320,8,6,49.852
117.253.110.85,37020,34.49.29.51,443,443,1907,6443,15,14,0.431
2402:3a80:d11:cfff::265e:77,54160,2600:1901:0:8956::,443,443,2407,5564,18,21,43.589
182.69.177.115,31243,52.140.118.28,443,443,1812,4692,13,11,0.058
14.195.245.57,47552,52.220.206.159,443,443,2207,6228,13,11,0.293
2401:4900:5945:dc74::1024:13ec,45976,2600:9000:256d:2800:1d:d7f6:39d5:bd01,443,443,6761,67730,42,65,20.992
2401:4900:329d:2ad7:6c70:7683:508e:a0ee,49782,2600:1901:0:8956::,443,443,2276,4985,15,15,2.912
106.195.0.223,42176,129.227.29.60,443,443,1951,8056,13,14,30.35
152.58.59.255,46874,18.155.33.34,443,443,2159,5660,13,12,4.155
2402:e280:2252:aa:752e:cf73:e49b:cdd3,54258,2600:1f18:631e:2f83::1cdd:1099,443,443,203271,17012,155,102,7.185
45.119.31.13,29979,172.241.7.50,443,443,2406,1038,7,9,15.199
117.245.43.119,57854,172.178.240.163,443,443,695,4928,6,7,0.976
14.99.221.18,57687,202.162.231.5,443,443,3697,1392,10,8,5.358
117.216.172.199,38434,151.101.211.52,443,443,2593,10333,19,17,5.902
2401:4900:5961:8c1e:a920:cd7e:9c6e:c9d,58866,2401:c080:3400:1::100,443,443,420534,63235454,5786,47044,215.59
2401:4900:2352:59a5:1:2:cc1b:3276,55096,2a04:4e42:59::820,443,443,1686,4315,10,10,0.284
2401:4900:2340:895f:1:1:cb82:e40a,36144,2600:1901:0:8956::,443,443,2519,5658,20,20,35.659
202.149.219.14,50599,40.126.32.74,443,443,5172,6657,16,12,1.254
152.58.59.66,13548,108.157.238.33,443,443,2109,7039,14,15,1.19
27.59.176.47,2636,92.223.116.254,443,443,2592,40448,27,41,0.681
117.96.43.70,26387,34.104.37.29,443,443,6955,1160332,146,910,1.07
117.96.41.20,13376,144.126.243.239,443,443,965,10896,6,14,30.2
125.18.8.90,60022,131.229.224.146,8081,443,4468,12683,14,18,0.835
14.143.33.249,43874,134.224.4.196,443,443,97309,94589,707,603,7208.763
2401:4900:594d:f95::e23:81d5,48704,2600:1901:0:8956::,443,443,2127,5181,17,18,25.276
106.217.245.248,42546,129.227.29.139,443,443,2033,8290,11,14,30.86
2401:4900:38ff:6178:0:2b:8547:5f01,36508,2600:1901:0:8956::,443,443,2626,5822,13,15,22.584
27.107.73.86,51687,34.36.0.14,443,443,8217,1246196,135,868,2.138
3.33.144.172,443,117.215.188.82,55853,443,19695,57309,156,126,1195.788
103.8.38.126,44829,150.171.28.10,443,443,6058,11785,15,20,0.242
106.196.34.60,46738,47.79.65.156,443,443,54074,14510,69,44,1.523
14.195.8.126,49860,150.171.22.11,443,443,780,9552,8,10,0.06
106.195.0.133,50860,129.227.29.20,443,443,2716,5314,15,14,85.12
14.194.10.237,38147,13.126.184.116,443,443,1775,6739,13,13,0.275
142.251.221.138,443,23.249.61.170,52399,443,177071,490581,1156,1252,1112.274
223.239.24.245,63250,13.235.198.147,443,443,4123,5097,19,18,20.375
223.239.25.156,41038,3.163.238.4,443,443,17077,1720522,310,1289,25.66
27.107.59.194,45297,20.72.205.209,443,443,1931,4815,11,11,1.4
148.113.16.193,443,101.2.167.37,51550,443,120779,95719,2352,2253,12676.793
103.59.72.44,34417,129.227.29.60,443,443,1894,7821,14,11,10.162
27.107.68.202,58078,44.240.251.140,8443,443,1800,13714,5,13,55.628
152.58.59.30,64440,18.155.49.128,443,443,3349,57871,47,50,0.641
14.98.144.250,50208,52.167.17.97,443,443,1772,4734,12,11,2.154
49.249.111.173,60531,52.123.173.233,443,443,2529,7677,7,8,0.492
103.199.202.124,47472,43.153.248.140,443,443,1938,4129,9,10,0.461
59.93.249.50,52414,18.161.229.95,443,443,2766,40481,36,33,1.975
103.84.81.71,53516,18.210.163.0,443,443,96589,6974,78,45,5.75
47.11.18.46,51768,18.155.49.103,443,443,6201,171046,78,138,30.82
106.193.200.251,15607,52.201.51.131,443,443,41890,22634,98,98,321.33
223.227.34.206,13000,18.155.49.105,443,443,2247,41976,26,36,0.851
117.237.11.134,15045,34.117.164.249,443,443,1598,7290,12,11,1.457
106.196.44.221,27256,129.227.29.60,443,443,1986,8056,14,14,30.459
27.107.73.22,30940,172.175.38.6,443,443,59845,9487,61,31,40.825
139.5.1.220,13275,43.153.246.246,443,443,1816,4144,9,10,0.717
139.5.1.225,34133,43.102.203.110,799,443,192291,4587,136,68,4.28
103.97.106.114,35232,3.39.203.59,443,443,1523,5777,12,11,0.819
117.96.41.50,15836,185.38.109.201,443,443,785,164,5,3,23.009
223.239.24.25,44081,54.230.141.71,443,443,9252,254776,113,205,1.272
157.32.118.99,42862,13.32.251.113,443,443,1826,8992,12,12,2.457
2401:4900:482f:9668:ece3:b2ff:fe47:1e33,59676,2600:1901:0:8956::,443,443,2558,5648,20,22,41.001
110.225.89.39,1829,13.224.163.18,443,443,5176,169641,79,136,1.036
34.149.211.227,443,165.225.124.187,9911,443,344886,630308,2175,1880,1200.024
14.98.200.50,48994,180.179.242.177,443,443,5964,2816,15,10,10.708
14.98.221.162,9245,74.224.214.73,443,443,42507,13308,42,48,45.645
223.186.24.204,8574,52.66.25.23,443,443,964,3021,12,9,4.459
103.175.177.66,56082,47.79.49.187,443,443,67371,7827,66,39,0.832
157.50.129.90,43424,54.240.162.26,443,443,4224,108223,64,88,0.785
15.197.196.10,443,61.2.200.11,49356,443,2291,3065,9,10,23.865
223.239.24.180,47722,172.171.87.38,443,443,66215,9192,66,37,12.553
103.171.133.202,33046,52.39.190.49,443,443,1837,5501,15,15,9.293
110.224.163.90,35464,173.233.81.218,4433,443,849,1118,5,11,61.061
106.205.172.63,62846,99.86.30.18,443,443,2665,35745,28,32,0.231
27.107.25.178,61631,13.232.6.220,8883,443,569,5921,7,11,0.039
203.153.38.2,58907,54.39.128.162,443,443,3073,743,8,9,6.484
223.239.25.82,12085,13.200.106.188,443,443,1177,5157,11,13,32.31
2401:4900:3689:8668:f5e4:3307:f6ba:a4e7,39646,2406:da14:a12:7202:7bfd:25c:e8cb:729f,443,443,1452,6282,9,13,0.979
110.224.172.108,5495,129.227.29.60,443,443,1961,3364,9,6,30.463
103.210.100.66,3287,129.227.29.142,443,443,2717,22437,25,23,0.477
157.35.77.49,35334,18.155.49.113,443,443,31886,910726,596,663,3.62
157.32.130.4,40304,13.32.251.70,443,443,1738,8684,13,11,0.425
115.160.209.222,63950,52.104.94.53,443,443,2064,6666,6,9,0.711
2401:4900:9807:154c::2,52155,2406:da1b:94b:9700:bc33:bd:86b6:7e47,8883,443,724525,556350,9607,7243,77609.085
157.49.25.103,41722,18.155.49.76,443,443,43506,3102826,850,2357,3.526
27.0.217.111,26125,148.113.9.57,443,443,5582,5423,74,73,302.701
27.107.40.82,64771,34.120.213.187,443,443,21568,6393,25,19,0.152
205.254.168.1,64379,35.172.3.194,443,443,1525,3910,10,12,1.427
110.235.236.69,50382,3.34.11.89,8883,443,13758,8099,173,82,1201.558
2401:4900:4aa2:2cfe:1:0:d51e:9928,47878,2a04:4e42:fe7::820,443,443,808,396,4,5,6.104
119.2.125.128,24050,146.75.118.73,443,443,4630,5188,47,49,276.536
110.235.236.39,51291,57.129.85.132,443,443,2112,1314,5,8,6.565
111.93.79.50,53802,144.24.116.30,443,443,2279,5339,12,10,0.1
27.107.41.242,54203,20.50.73.8,443,443,48503,5557,44,26,16.166
2401:4900:2358:d3cc:1:1:c962:e2e1,36184,2600:1901:0:8956::,443,443,2282,4973,15,15,25.299
117.237.2.71,51493,89.43.104.223,443,443,4308,1650,11,13,25.842
106.208.16.76,7195,116.202.214.85,443,443,2158,7995,13,12,33.973
152.57.190.90,60464,18.155.33.13,443,443,7737,6661,17,15,44.25
106.195.1.152,44492,50.7.236.59,443,443,87090,144856,682,674,1198.117
117.96.41.37,9640,3.254.239.211,443,443,16640,7390,26,14,5.494
106.208.40.80,2828,129.227.29.226,443,443,3410,27692,53,24,2.019
182.156.129.242,34578,45.79.123.126,8386,443,1679,4924,11,10,0.405
106.195.11.178,38758,3.254.239.211,443,443,14049,7390,21,14,11.398
103.171.98.62,58608,13.248.161.47,443,443,1209,7497,7,9,0.092
223.180.188.157,4307,13.225.103.86,443,443,2786,7737,19,19,6.601
2402:3a80:1bd2:6d33:6ce8:30ff:fe64:7cb6,44208,2600:1901:1:7c5::,443,443,1402,4058,5,8,0.564
152.59.46.148,39780,18.155.49.62,443,443,2243,34933,20,34,25.058
103.199.206.240,34068,13.224.163.31,443,443,4872,155014,71,125,18.834
2405:201:c408:785f:bed8:a548:388c:4e2b,45116,2600:9000:2632:e600:1d:4739:7ec0:93a1,443,443,5263,74390,58,66,0.387
103.170.231.177,37450,43.153.7.149,799,443,4799,2189,10,7,3.816
117.237.6.231,12946,199.232.23.52,443,443,1447,6478,10,10,0.284
139.5.1.118,37416,128.14.145.233,12342,443,6160,1208,12,11,17.783
103.157.247.5,60090,8.209.88.41,443,443,6966,5416,13,10,46.212
129.227.29.227,443,103.195.202.216,6270,443,3869,2577,7,8,30.104
2402:e280:2153:31b:14fe:a08a:f454:783f,61716,2603:1046:c04:1016::2,443,443,5542,19897,26,36,0.589
223.239.24.192,54271,99.86.30.108,443,443,15932,3268730,261,2447,10.508
223.227.29.182,8904,35.190.118.8,443,443,3447,5452,19,22,27.884
223.239.24.107,58046,3.163.238.4,443,443,2949,64698,32,57,3.19
106.193.217.151,6079,34.8.190.96,443,443,12360,137214,111,118,14.84
14.194.10.245,59640,15.207.241.234,443,443,1871,4879,13,12,0.247
2401:4900:5947:abe1:b0d3:5cff:fe03:e1e4,52386,2600:1901:0:8956::,443,443,5088,10734,41,40,70.667
52.123.130.14,443,14.99.83.178,31268,443,12243,8000,26,16,1.168
2403:8600:80b0::382,64199,2600:1901:0:94c8::,5222,443,3315,6266,11,11,0.043
106.208.111.72,64037,13.202.77.108,443,443,2868,8710,14,23,65.68
157.50.100.163,57602,13.32.251.46,443,443,2366,33424,32,30,0.78
45.119.28.101,8326,40.79.197.66,443,443,11903,8017,15,13,2.141
210.57.50.46,13821,13.227.180.4,443,443,7926,6647,44,46,381.86
182.156.35.114,50072,52.123.200.37,443,443,603,4325,5,3,0.36
202.128.97.248,25402,35.201.109.167,443,443,13230,3781,44,51,581.13
27.0.216.220,29730,129.227.29.192,443,443,1704,7759,13,11,4.709
103.149.127.254,51436,94.26.73.20,4433,443,1586,1230,12,13,60.673
103.208.68.144,25296,51.195.242.234,61017,443,1985,3803,6,7,0.878
152.58.56.139,35605,54.230.27.118,443,443,4213,74223,64,63,0.37
117.235.52.228,37400,108.158.245.10,443,443,2867,43404,37,36,0.317
103.159.192.146,43968,18.161.229.111,443,443,3111,37568,35,33,2.519
117.215.108.219,37216,129.227.29.115,443,443,2141,8146,13,15,31.062
117.96.43.181,23127,52.48.130.85,443,443,1745,8289,17,17,33.167
117.235.250.172,49781,148.113.8.158,443,443,34780,42592,766,770,6614.921
